"reference","start","end","identity"
"ref5","4889","4902","97"
"ref2","3850","4790","97"
"ref5","7985","8011","87"
"ref1","5867","5996","95"
"ref4","77","222","90"
"ref2","7560","7626","81"
"ref5","8562","9423","84"
"ref4","3820","3999","88"
"ref5","9295","9346","80"
"ref2","6617","6934","90"
"ref2","5111","5191","87"
"ref1","3206","3386","92"
"ref1","7996","8026","80"
"ref1","4753","4792","90"
"ref3","4381","4473","91"
"ref3","6729","6854","100"
"ref3","2525","2566","99"
"ref4","1001","1085","90"
"ref5","3750","3974","87"
"ref1","1549","1664","92"
"ref4","6766","6816","97"
"ref4","5223","5237","100"
"ref2","8944","9017","93"
"ref2","5659","5749","89"
"ref3","7743","7773","100"
"ref1","8225","8476","89"
"ref2","4939","4989","88"
"ref4","2231","2351","89"
"ref1","4422","4503","96"
"ref2","6871","7030","85"
"ref4","7195","7495","89"
"ref4","5056","5241","93"
"ref3","1600","1633","84"
"ref2","6340","6604","93"
"ref3","836","923","84"
"ref5","8964","9190","83"
"ref2","9065","9246","80"
"ref5","6255","6565","97"
"ref3","6544","7384","82"
"ref5","7967","8116","87"
"ref4","2629","2801","85"
"ref3","556","744","84"
"ref2","8717","8779","94"
"ref1","1579","1644","89"
"ref1","3607","3736","81"
"ref5","922","1287","83"
"ref3","2400","2487","87"
"ref1","9944","9969","88"
"ref1","9348","9463","88"
"ref4","8140","8151","80"
"ref5","3719","3912","89"
"ref2","5130","5202","81"
"ref2","8299","8409","83"
"ref1","3706","3817","100"
"ref2","8390","8625","86"
"ref5","5065","5371","83"
"ref4","7449","7684","91"
"ref4","2673","2712","97"
"ref1","6548","6715","80"
"ref2","3064","3185","100"
"ref4","3096","3295","83"
"ref2","7070","7249","82"
"ref1","4225","4459","83"
"ref5","8737","9169","82"
"ref2","6174","6190","86"
"ref1","1926","1939","91"
"ref3","381","527","80"
"ref5","1429","1592","89"
"ref3","872","1087","95"
"ref4","4239","4770","94"
"ref2","841","1253","98"
"ref4","9251","9288","90"
"ref3","7847","8036","93"
"ref4","6585","6641","89"
"ref3","6429","6536","81"
"ref1","5881","6138","83"
"ref5","3742","4296","95"
"ref3","3597","3755","95"
"ref3","4467","4595","81"
"ref3","6569","6613","83"
"ref2","1005","1219","80"
"ref2","72","177","89"
"ref1","7182","7325","81"
"ref1","3970","4039","91"
"ref3","4883","4989","99"
"ref4","9068","9117","92"
"ref3","8693","8781","83"
"ref1","1804","1856","83"
"ref3","7280","7291","95"
"ref1","7738","7831","98"
"ref4","4487","4604","89"
"ref5","913","946","89"
"ref2","4945","5109","97"
"ref4","4441","4666","81"
"ref5","909","1049","80"
"ref5","4823","4830","96"
"ref1","8086","8237","81"
"ref1","2161","2512","100"
"ref3","7277","7320","82"
"ref5","9381","9451","88"
"ref4","7549","7601","80"
"ref1","2424","2521","88"
"ref1","8177","8310","95"
"ref5","4844","4879","100"
"ref4","8598","8671","97"
"ref1","3523","3548","96"
"ref1","8488","8525","100"
"ref2","4463","4529","83"
"ref4","1860","1999","91"
"ref4","3692","3716","81"
"ref1","4333","4379","80"
"ref1","2856","2991","93"
"ref4","7573","7602","97"
"ref2","7160","7175","96"
"ref2","2811","2896","86"
"ref5","9431","9449","96"
"ref3","4223","4271","92"
"ref5","7365","7413","91"
"ref4","1548","1677","81"
"ref3","6957","7027","89"
"ref2","2381","2736","98"
"ref2","5125","5679","94"
"ref1","4896","5013","94"
"ref5","7283","7335","83"
"ref4","3867","4047","92"
"ref2","1340","1538","84"
"ref4","1631","1664","90"
"ref4","8807","8876","92"
"ref1","4493","4547","87"
"ref1","3905","4076","84"
"ref1","1977","2300","93"
"ref4","2125","2174","82"
"ref2","8191","8394","80"
"ref1","9802","9847","96"
"ref1","2484","3218","85"
"ref5","3750","3908","93"
"ref1","5403","5508","89"
"ref2","7861","7896","95"
"ref1","965","1125","100"
"ref2","7350","7486","82"
"ref1","9611","9667","81"
"ref2","7871","7988","97"
"ref2","5792","5825","91"
"ref4","7407","7455","83"
"ref1","7554","7689","89"
"ref1","1680","1724","95"
"ref3","9360","9541","98"
"ref2","3144","3181","92"
"ref4","3115","3441","98"
"ref3","8310","8322","97"
"ref3","3468","3624","96"
"ref4","5133","5146","89"
"ref1","937","1125","83"
"ref2","5536","5601","82"
"ref4","3973","4063","88"
"ref1","2107","2183","100"
"ref3","6012","6050","100"
"ref4","806","862","81"
"ref2","2003","2425","82"
"ref5","6006","6657","85"
"ref2","5609","6482","93"
"ref2","4800","4851","85"
"ref1","9626","9648","86"
"ref2","483","593","84"
"ref1","5485","5521","99"
"ref3","2739","2845","96"
"ref3","8933","9145","84"
"ref3","9114","9151","94"
"ref4","494","605","84"
"ref4","760","866","97"
"ref2","1538","1634","98"
"ref4","8493","8564","84"
"ref3","9235","9304","97"
"ref5","9473","9517","89"
"ref1","2840","2901","95"
"ref5","8397","8493","83"
"ref1","8509","8593","88"
"ref2","2392","2396","96"
"ref2","3196","3317","89"
"ref1","4133","4198","86"
"ref2","1337","1397","94"
"ref4","5185","5534","92"
"ref1","3129","3496","82"
"ref3","6557","7556","86"
"ref4","5967","6123","84"
"ref3","1363","1380","87"
"ref2","2641","2655","96"
"ref4","1649","1692","80"
"ref3","7649","7696","97"
"ref5","6030","6129","95"
"ref3","3341","3383","86"
"ref5","1917","1988","97"
"ref4","154","293","89"
"ref1","9090","9103","83"
"ref1","5934","5948","87"
"ref4","4001","4571","98"
"ref5","8317","8477","90"
"ref2","8165","8381","89"
"ref4","3786","3946","94"
"ref5","1311","1460","91"
"ref5","8078","8130","98"
"ref4","6555","6699","81"
"ref1","1500","1814","99"
"ref2","1510","1598","83"
"ref3","3301","3333","87"
"ref5","1686","1700","98"
"ref5","2756","2844","91"
"ref3","9917","9972","99"
"ref3","5624","5677","92"
"ref4","298","317","94"
"ref2","1357","1406","91"
"ref4","3131","3210","83"
"ref5","7665","7690","99"
"ref4","9097","9138","83"
"ref1","6494","6591","91"
"ref1","197","339","99"
"ref5","2293","2332","83"
"ref2","1235","1289","89"
"ref5","6289","6470","96"
"ref3","1916","2003","80"
"ref1","8227","8548","90"
"ref2","8631","8717","88"
"ref4","1706","1797","83"
"ref1","9818","9841","81"
"ref4","2651","2719","94"
"ref1","3887","3905","95"
"ref3","5386","5465","85"
"ref4","5135","5585","95"
"ref4","9026","9386","87"
"ref4","6735","6843","96"
"ref3","5234","5303","89"
"ref4","7906","7943","97"
"ref4","8771","9006","98"
"ref4","5229","5261","81"
"ref4","1462","1502","84"
"ref3","4511","4666","100"
"ref3","1493","1826","92"
"ref5","656","1089","96"
"ref5","6859","7111","82"
"ref3","844","867","94"
"ref5","1686","1741","95"
"ref5","4129","4195","88"
"ref3","916","1101","82"
"ref1","7776","7876","89"
"ref5","1740","1778","94"
"ref5","2522","2699","90"
"ref3","4986","5032","89"
"ref1","2872","2978","82"
"ref1","3300","3757","96"
"ref4","2795","2907","88"
"ref1","8579","8848","87"
"ref5","471","557","80"
"ref1","6495","6764","89"
"ref3","1752","1857","92"
"ref5","4287","4619","80"
"ref3","7063","7149","96"
"ref4","6151","6261","82"
"ref4","5981","6013","90"
"ref4","3303","3392","94"
"ref4","9715","9973","95"
"ref5","1792","1844","94"
"ref5","8196","8681","82"
"ref1","2941","3103","94"
"ref5","2942","2964","84"
"ref3","1119","1131","90"
"ref5","8207","8229","83"
"ref3","510","544","83"
"ref1","3735","3873","81"
"ref4","7200","7320","97"
"ref2","4387","4768","89"
"ref4","8005","8068","84"
"ref5","9186","9206","97"
"ref1","1422","1478","89"
"ref5","2503","2566","90"
"ref3","8644","9350","97"
"ref5","7725","7811","94"
"ref1","5518","5762","100"
"ref5","1953","2045","80"
"ref5","8596","8644","97"
"ref3","5125","5229","100"
"ref5","3525","3594","99"
"ref2","6685","7684","97"
"ref5","2952","3360","95"
"ref5","5308","5333","83"
"ref2","3517","3616","84"
"ref5","6683","6779","88"
"ref1","1478","1489","83"
"ref4","7154","7398","81"
"ref2","5","28","89"
"ref2","731","966","82"
"ref4","545","711","93"
"ref1","2831","2970","81"
"ref4","5188","5302","90"
"ref4","7865","8028","86"
"ref5","6117","6133","98"
"ref5","7504","7794","99"
"ref2","4022","4085","90"
"ref3","9653","9738","88"
"ref1","5854","6175","88"
"ref2","4994","5015","84"
"ref3","9336","9406","81"
"ref3","4529","4562","98"
"ref1","2359","2409","100"
"ref4","5808","6412","85"
"ref3","1181","1340","82"
"ref1","7086","7121","83"
"ref1","3937","3978","81"
"ref1","464","505","93"
"ref1","3995","4594","87"
"ref2","4626","4832","99"
"ref4","6620","6707","99"
"ref5","7570","7653","82"
"ref1","5333","5375","93"
"ref4","1052","1102","95"
"ref1","7883","7906","94"
"ref3","8197","8514","99"
"ref4","841","1661","90"
"ref4","3884","3929","93"
"ref1","5350","5387","88"
"ref2","27","108","81"
"ref1","3257","3377","86"
"ref2","6937","7472","80"
"ref3","8103","8147","80"
"ref4","9734","9800","95"
"ref2","3357","3415","85"
"ref1","2641","2876","81"
"ref2","8872","8982","85"
"ref4","9324","9592","95"
"ref5","1911","1938","83"
"ref3","4618","4750","87"
"ref4","1921","2214","84"
"ref3","1002","1099","94"
"ref5","4452","4570","80"
"ref5","1031","1130","96"
"ref4","604","1456","99"
"ref3","6612","7355","100"
"ref1","5701","5736","80"
"ref3","6776","6807","94"
"ref3","1012","1038","97"
"ref2","1989","2203","89"
"ref4","7791","7863","94"
"ref4","5970","6969","85"
"ref2","3422","3492","87"
"ref2","3514","3581","95"
"ref2","5446","5454","93"
"ref2","5934","6092","95"
"ref5","6809","6827","83"
"ref4","8740","8770","97"
"ref3","5035","5267","81"
"ref4","6638","6864","86"
"ref3","7820","7903","93"
"ref1","7731","7877","91"
"ref4","5266","5294","98"
"ref1","8733","8754","81"
"ref1","5743","5851","98"
"ref3","5575","5624","99"
"ref4","9225","9270","87"
"ref4","5105","5394","85"
"ref5","5826","5997","85"
"ref3","3577","3609","94"
"ref4","4953","4995","85"
"ref1","6917","7308","81"
"ref5","6735","6839","80"
"ref2","2914","2950","86"
"ref5","7554","7594","82"
"ref3","1168","1195","81"
"ref3","4298","4483","95"
"ref2","9100","9342","98"
"ref1","6152","6241","92"
"ref1","5403","5441","98"
"ref5","8051","9050","81"
"ref1","5917","5952","93"
"ref4","6027","6175","82"
"ref4","4932","4958","96"
"ref1","2437","2541","90"
"ref2","3107","3303","82"
"ref5","2908","2967","80"
"ref5","2681","2840","83"
"ref1","7930","7940","90"
"ref5","5596","5614","81"
"ref1","9669","9714","82"
"ref5","4451","4677","93"
"ref4","7924","8028","94"
"ref1","1111","1184","93"
"ref4","3489","3541","99"
"ref2","74","417","100"
"ref4","8505","9449","99"
"ref2","4614","4822","91"
"ref4","6787","6826","92"
"ref4","2818","2987","89"
"ref1","5400","5448","86"
"ref2","8351","8695","85"
"ref2","5835","5852","82"
"ref4","3179","3384","87"
"ref1","1576","2575","100"
"ref3","2683","2694","89"
"ref4","8179","8389","100"
"ref2","3510","3551","100"
"ref1","52","105","97"
"ref4","1659","1699","89"
"ref2","4171","4243","92"
"ref5","4690","4947","98"
"ref1","7919","8641","87"
"ref3","6223","6323","99"
"ref4","2872","2924","97"
"ref4","8210","8291","82"
"ref1","3556","3615","82"
"ref5","2893","2943","99"
"ref3","7937","7960","93"
"ref4","3405","3546","86"
"ref5","5097","5220","91"
"ref5","133","214","96"
"ref3","4676","4794","89"
"ref4","9283","9301","80"
"ref2","7400","7439","95"
"ref1","1357","1437","99"
"ref5","6209","6372","90"
"ref1","7722","7989","98"
"ref3","5060","5106","87"
"ref1","9424","9478","81"
"ref4","7286","7419","100"
"ref3","1858","2242","89"
"ref3","9102","9181","97"
"ref5","1111","1248","89"
"ref4","404","639","83"
"ref5","1561","1612","99"
"ref5","4296","4431","96"
"ref4","5201","5256","81"
"ref5","9171","9202","86"
"ref1","6225","6264","88"
"ref4","1071","1311","100"
"ref5","809","855","80"
"ref5","4541","4642","88"
"ref2","7128","7466","80"
"ref4","2579","2713","87"
"ref2","1116","2115","83"
"ref3","3033","3253","83"
"ref3","203","374","96"
"ref3","806","1444","82"
"ref1","1864","2013","89"
"ref4","2418","2627","85"
"ref2","1211","1252","89"
"ref2","3320","3328","98"
"ref3","1086","1169","96"
"ref5","8378","8551","100"
"ref2","8629","8678","99"
"ref3","4570","4948","91"
"ref3","9894","9902","95"
"ref2","7502","7551","81"
"ref4","3704","3770","85"
"ref2","7020","7133","94"
"ref3","6397","6449","100"
"ref5","7369","7417","99"
"ref2","1940","2364","86"
"ref1","5721","5753","88"
"ref4","3366","3482","100"
"ref2","7959","7973","100"
"ref2","6759","6872","95"
"ref5","6738","6789","97"
"ref4","160","642","93"
"ref4","4768","4832","96"
"ref3","6764","6912","99"
"ref2","4357","4454","90"
"ref1","9266","9319","86"
"ref4","6708","6806","80"
"ref4","3919","4503","87"
"ref1","100","176","90"
"ref5","3074","3222","92"
"ref5","3521","3535","83"
"ref2","5716","5742","86"
"ref3","2697","2716","89"
"ref2","9020","9077","97"
"ref3","2234","2526","97"
"ref5","2306","2497","98"
"ref1","7659","7885","85"
"ref1","4337","4441","96"
"ref1","4913","5131","80"
"ref3","1281","1486","84"
"ref3","1063","1244","80"
"ref5","8727","8872","81"
"ref5","2760","2821","87"
"ref3","753","786","86"
"ref5","6056","6222","94"
"ref4","2226","2270","91"
"ref5","2589","2732","82"
"ref5","4676","4728","87"
"ref5","9347","9367","85"
"ref2","8315","8561","98"
"ref2","406","508","84"
"ref4","7481","7788","96"
"ref3","4873","4904","94"
"ref3","4253","4304","96"
"ref5","1578","1628","80"
"ref3","8862","8986","93"
"ref4","494","745","94"
"ref3","7002","7320","98"
"ref3","5483","5561","94"
"ref3","3797","4367","81"
"ref1","3026","3069","95"
"ref4","498","538","92"
"ref2","5365","5762","90"
"ref5","3715","3779","90"
"ref3","5280","5357","93"
"ref4","6589","6724","80"
"ref2","4353","4555","81"
"ref5","7634","7682","92"
"ref3","1575","1788","86"
"ref4","8","113","100"
"ref3","2785","2927","98"
"ref1","2354","2465","84"
"ref1","9670","9838","83"
"ref5","6483","6870","83"
"ref2","4837","5096","82"
"ref2","8915","9599","83"
"ref4","9356","9365","94"
"ref2","309","715","81"
"ref3","3667","4048","100"
"ref3","8390","8696","81"
"ref1","343","376","83"
"ref4","8847","8885","97"
"ref2","6263","6375","83"
"ref3","6098","6151","99"
"ref5","2877","2949","96"
"ref2","2019","2041","96"
"ref5","2386","2492","89"
"ref3","593","663","88"
"ref3","1820","1841","91"
"ref2","4650","4835","96"
"ref2","6123","6147","87"
"ref1","4704","4739","84"
"ref1","336","375","90"
"ref5","6472","6560","85"
"ref1","2014","2252","84"
"ref1","9268","9320","82"
"ref1","3934","3960","93"
"ref1","7452","7508","85"
"ref1","9612","9634","100"
"ref4","5989","6227","85"
"ref4","6330","6670","85"
"ref4","5982","6226","84"
"ref2","715","730","86"
"ref5","993","1992","97"
"ref2","6035","6310","97"
"ref3","3172","3200","91"
"ref1","8967","9007","89"
"ref1","5145","5288","90"
"ref5","4633","4653","80"
"ref3","8420","8448","93"
"ref1","5057","5182","95"
"ref2","6098","6171","90"
"ref1","7093","7179","91"
"ref1","8992","9046","93"
"ref4","7023","7030","83"
"ref5","6429","6789","91"
"ref4","2779","2802","92"
"ref4","5965","5977","100"
"ref4","5084","5149","89"
"ref5","5688","5850","100"
"ref5","5312","5328","88"
"ref5","9756","9815","88"
"ref4","6134","6157","88"
"ref5","7250","7337","91"
"ref3","1472","1546","81"
"ref1","1515","1744","88"
"ref5","8672","8936","85"
"ref1","378","399","88"
"ref3","8540","8607","93"
"ref2","4236","4453","93"
"ref4","9485","9539","99"
"ref1","9203","9476","86"
"ref1","8531","8653","86"
"ref1","673","691","81"
"ref4","8822","8958","82"
"ref2","2891","2943","87"
"ref3","537","631","81"
"ref3","3337","3589","91"
"ref5","5188","5212","88"
"ref5","4747","4773","81"
"ref5","5623","5662","89"
"ref3","5188","5223","82"
"ref4","5349","5411","94"
"ref3","9122","9165","94"
"ref1","3957","4056","91"
"ref5","4300","4322","100"
"ref5","1579","1668","85"
"ref3","981","1146","88"
"ref5","6233","6478","99"
"ref5","6911","7910","81"
"ref2","3757","3781","83"
"ref5","7662","8016","92"
"ref4","2620","3107","90"
"ref2","1175","1331","94"
"ref4","2153","2299","90"
"ref1","521","877","90"
"ref1","1452","1745","100"
"ref1","6557","7015","100"
"ref3","2402","2540","100"
"ref4","2096","2307","85"
"ref2","1936","1973","96"
"ref5","7312","7464","88"
"ref1","3255","3848","83"
"ref5","6508","6634","86"
"ref1","3941","4048","82"
"ref4","1161","1249","94"
"ref4","2252","2398","87"
"ref4","1308","1441","100"
"ref1","642","673","80"
"ref4","5162","5775","82"
"ref2","2947","3053","87"
"ref1","3493","3619","80"
"ref5","1239","1305","96"
"ref4","6001","6014","88"
"ref5","3946","3968","90"
"ref3","1035","1132","88"
"ref4","4914","5016","93"
"ref4","1309","1589","90"
"ref5","5787","5833","87"
"ref3","9864","9945","81"
"ref2","6172","6193","100"
"ref1","3198","4197","94"
"ref5","7741","7806","90"
"ref2","16","95","80"
"ref5","846","1056","92"
"ref3","8746","8810","94"
"ref1","500","788","99"
"ref3","3651","4073","99"
"ref4","5406","5583","100"
"ref5","636","696","93"
"ref3","4621","4689","97"
"ref2","8382","8839","81"
"ref2","922","1150","84"
"ref4","6929","6948","86"
"ref3","7977","8068","84"
"ref1","125","255","97"
"ref4","3764","3913","94"
"ref3","566","615","94"
"ref4","2553","2581","93"
"ref3","9473","9827","87"
"ref2","8974","9044","92"
"ref3","4848","5306","87"
"ref4","7268","7434","90"
"ref2","3540","3755","97"
"ref4","3570","3599","100"
"ref2","2335","2357","80"
"ref5","5428","5492","83"
"ref2","8349","8442","85"
"ref3","2883","2910","87"
"ref3","31","203","82"
"ref3","9394","9462","89"
"ref3","6511","6914","87"
"ref3","6214","6329","100"
"ref5","2115","2139","91"
"ref5","498","686","90"
"ref1","6210","6242","100"
"ref5","2466","2576","94"
"ref3","6488","6586","87"
"ref2","7834","7882","90"
"ref2","7283","7379","86"
"ref3","8919","8933","80"
"ref2","5435","6058","92"
"ref3","144","155","82"
"ref1","8555","8597","87"
"ref1","2013","2104","93"
"ref5","5853","5991","90"
"ref1","3955","4040","98"
"ref2","284","871","98"
"ref2","4420","4437","98"
"ref1","16","103","85"
"ref3","2992","3327","93"
"ref5","2630","3397","87"
"ref4","4493","4705","96"
"ref2","3229","3361","84"
"ref3","385","434","99"
"ref2","5242","5398","83"
"ref5","4822","4934","100"
"ref5","8355","8857","98"
"ref1","6058","6220","88"
"ref1","6356","6413","90"
"ref3","3467","3564","85"
"ref1","3911","3937","84"
"ref3","7475","7567","100"
"ref1","3572","3615","94"
"ref5","5255","5302","97"
"ref4","1367","1395","84"
"ref3","8467","8485","83"
"ref4","9331","9386","81"
"ref4","7525","7675","92"
"ref4","3261","3557","83"
"ref1","5226","5336","100"
"ref1","6201","6691","89"
"ref4","1582","2342","96"
"ref3","9254","9440","91"
"ref3","6401","6461","83"
"ref4","2330","2441","99"
"ref3","3145","3411","93"
"ref2","610","703","98"
"ref3","2698","2769","86"
"ref3","7598","7690","100"
"ref5","4469","4515","96"
"ref3","8536","8936","100"
"ref3","6029","6148","92"
"ref4","9775","9862","94"
"ref1","5002","5369","99"
"ref2","1015","1102","94"
"ref4","1812","1936","100"
"ref3","2888","2945","83"
"ref3","4620","4744","92"
"ref5","9151","9361","93"
"ref5","3111","3200","95"
"ref5","6353","6520","87"
"ref2","4092","4187","100"
"ref3","1880","1964","80"
"ref5","1943","2049","93"
"ref2","2479","2536","88"
"ref5","7311","7861","91"
"ref1","8772","8892","85"
"ref2","7668","7972","83"
"ref4","8080","8127","95"
"ref1","4414","5111","98"
"ref2","7681","8137","100"
"ref1","96","429","98"
"ref3","8801","8889","88"
"ref4","6608","7018","99"
"ref2","1958","2103","91"
"ref3","9870","9890","99"
"ref1","5246","5325","82"
"ref1","9629","9852","80"
