"reference","start","end","identity"
"ref5","8448","8476","82"
"ref4","8493","8759","97"
"ref4","7623","7892","85"
"ref1","8779","8892","96"
"ref1","2980","3107","95"
"ref3","9359","9380","96"
"ref1","6167","6362","90"
"ref4","6600","6655","84"
"ref1","4431","4666","91"
"ref5","4068","4136","91"
"ref4","2318","2645","98"
"ref3","5194","5268","90"
"ref2","1669","1880","86"
"ref5","1041","2040","100"
"ref3","2988","3046","99"
"ref1","6212","7137","96"
"ref2","6370","6427","95"
"ref1","9252","9316","86"
"ref1","8631","8812","83"
"ref1","7801","7929","87"
"ref1","7450","7456","95"
"ref3","4132","4262","94"
"ref2","4435","4685","100"
"ref1","3824","3980","97"
"ref1","1410","1528","86"
"ref3","9116","9814","95"
"ref5","4808","5001","92"
"ref2","8029","8200","81"
"ref4","5068","5214","92"
"ref3","5331","5453","94"
"ref1","3463","3570","95"
"ref5","294","354","95"
"ref4","438","477","97"
"ref1","1604","1694","99"
"ref3","3078","3108","98"
"ref1","5173","5191","88"
"ref3","9402","9632","93"
"ref4","61","113","94"
"ref3","6254","6337","87"
"ref3","7220","7246","83"
"ref1","3818","3868","95"
"ref4","3644","3886","100"
"ref4","9522","9636","100"
"ref1","5921","6041","93"
"ref5","114","150","87"
"ref5","7987","8233","87"
"ref2","4597","4648","97"
"ref5","4995","5135","91"
"ref1","7948","8041","90"
"ref3","4646","4670","95"
"ref3","7204","7304","90"
"ref2","39","94","99"
"ref3","1105","1450","96"
"ref4","8582","8758","95"
"ref3","2474","2546","81"
"ref1","7007","7035","80"
"ref5","3971","4164","98"
"ref1","5381","5657","100"
"ref4","8528","8682","97"
"ref1","2368","2420","96"
"ref1","2038","2229","98"
"ref3","653","782","86"
"ref5","8648","8771","83"
"ref2","7406","8405","95"
"ref4","7874","7962","82"
"ref2","8377","8386","84"
"ref1","7099","7157","91"
"ref2","2755","3013","83"
"ref3","8314","9313","95"
"ref4","9184","9287","97"
"ref5","5328","5356","81"
"ref5","76","107","89"
"ref4","1410","1424","83"
"ref2","9131","9142","95"
"ref1","4328","4422","97"
"ref4","8205","8230","91"
"ref5","4535","4747","81"
"ref4","2346","2424","88"
"ref2","775","939","87"
"ref1","8422","8499","93"
"ref3","992","1134","84"
"ref3","3621","3666","88"
"ref4","7011","7452","87"
"ref3","3554","3610","97"
"ref4","6201","6288","97"
"ref2","1859","1948","98"
"ref2","2359","2390","80"
"ref5","5466","5494","96"
"ref4","3980","4188","81"
"ref2","662","895","86"
"ref2","5300","5335","87"
"ref1","7296","7620","97"
"ref5","6745","6844","81"
"ref3","1149","1291","87"
"ref3","6202","6369","89"
"ref3","7203","7265","89"
"ref2","8196","8215","100"
"ref2","987","1343","97"
"ref2","528","532","83"
"ref5","7365","7740","96"
"ref3","5936","6072","97"
"ref3","3789","3937","85"
"ref2","5549","5652","89"
"ref2","9058","9125","98"
"ref4","7414","7544","100"
"ref3","6544","6690","98"
"ref1","7393","7453","99"
"ref5","8886","8932","88"
"ref2","4392","4787","81"
"ref2","5869","5891","97"
"ref5","4925","5454","94"
"ref1","9125","9260","80"
"ref2","379","665","86"
"ref3","1805","1956","89"
"ref4","5822","6705","95"
"ref4","6718","6773","90"
"ref3","7492","7531","84"
"ref4","8827","8897","84"
"ref1","3589","3763","88"
"ref4","4267","4410","93"
"ref3","6517","6623","90"
"ref5","4277","4568","99"
"ref3","7146","7541","99"
"ref4","9499","9527","93"
"ref2","926","944","91"
"ref4","6973","7425","85"
"ref3","1329","1458","91"
"ref4","6780","7154","83"
"ref1","3491","3624","82"
"ref1","3639","4416","81"
"ref1","1309","1364","100"
"ref5","5581","6417","84"
"ref3","669","964","100"
"ref1","93","244","83"
"ref2","7807","7922","99"
"ref4","743","766","94"
"ref4","6511","6527","93"
"ref3","2243","2277","99"
"ref3","474","650","95"
"ref4","8489","8597","82"
"ref1","8030","8526","84"
"ref3","6475","6867","93"
"ref2","3727","3839","86"
"ref1","6599","6667","84"
"ref3","9166","9228","85"
"ref2","975","1037","96"
"ref4","4584","4602","97"
"ref3","1315","1366","96"
"ref1","6797","6911","98"
"ref4","6337","6467","94"
"ref3","8942","8963","91"
"ref2","4892","4935","81"
"ref5","5386","5471","95"
"ref5","9796","9868","87"
"ref5","6439","6481","82"
"ref4","2224","2235","100"
"ref4","7786","7855","82"
"ref2","4017","4043","93"
"ref4","1173","1623","85"
"ref3","2278","2291","92"
"ref5","265","535","80"
"ref2","9752","9936","95"
"ref2","3560","3625","96"
"ref3","7382","7457","91"
"ref1","4186","4193","80"
"ref4","8239","8562","94"
"ref5","1913","2021","100"
"ref4","8444","8550","97"
"ref5","2538","2632","100"
"ref5","7510","7744","86"
"ref1","3181","3987","97"
"ref5","1617","1637","84"
"ref5","2662","2704","91"
"ref5","152","396","92"
"ref5","8540","8561","98"
"ref3","46","80","95"
"ref2","5450","5776","85"
"ref2","2316","2609","88"
"ref4","6216","6342","86"
"ref2","2957","3006","93"
"ref3","7416","7847","90"
"ref4","1662","2023","92"
"ref4","2375","2520","88"
"ref4","615","687","91"
"ref4","286","369","100"
"ref3","219","653","90"
"ref5","7427","7438","94"
"ref4","1380","1423","87"
"ref4","330","380","94"
"ref4","2253","3217","87"
"ref2","6141","6365","84"
"ref4","7644","7714","87"
"ref3","2984","3157","97"
"ref3","3028","3710","98"
"ref5","223","290","90"
"ref1","1174","1295","90"
"ref3","3487","3644","82"
"ref2","6951","7039","96"
"ref3","3932","4213","97"
"ref4","893","1179","80"
"ref2","199","245","93"
"ref1","3270","3308","92"
"ref3","1681","1754","99"
"ref2","2419","2678","89"
"ref1","8949","9075","85"
"ref3","279","312","90"
"ref2","178","312","90"
"ref4","2857","2930","88"
"ref1","1110","1266","93"
"ref1","2152","2193","83"
"ref2","3566","3734","98"
"ref5","5871","6039","82"
"ref4","5210","5264","92"
"ref1","4658","4724","82"
"ref3","190","269","91"
"ref1","443","565","91"
"ref1","6258","6360","83"
"ref5","1802","2177","89"
"ref1","6865","6928","82"
"ref4","8006","8173","91"
"ref5","3274","3363","99"
"ref5","1945","2106","95"
"ref2","4819","4988","98"
"ref1","8427","8533","90"
"ref1","7731","7777","98"
"ref2","4584","4594","96"
"ref4","72","543","86"
"ref2","2527","2623","82"
"ref4","4316","4604","84"
"ref1","808","1341","92"
"ref5","9208","9289","98"
"ref5","2322","2558","89"
"ref5","3114","3152","95"
"ref2","7660","7681","98"
"ref2","2001","2219","97"
"ref2","4023","4232","80"
"ref3","7769","7813","90"
"ref2","5944","6008","87"
"ref5","5409","5534","96"
"ref5","9483","9634","99"
"ref5","1029","1084","81"
"ref2","1220","1604","87"
"ref4","984","1329","85"
"ref2","7159","7218","96"
"ref3","3627","3635","88"
"ref2","2454","2640","95"
"ref4","4519","4530","81"
"ref4","4468","4505","85"
"ref2","9816","9881","87"
"ref1","3762","3942","99"
"ref5","8697","8715","92"
"ref5","2490","2702","95"
"ref3","8886","8950","92"
"ref3","320","432","93"
"ref1","6235","6257","85"
"ref2","9689","9713","90"
"ref1","1208","1374","87"
"ref5","2763","2915","83"
"ref4","6321","6351","81"
"ref1","1240","2239","94"
"ref1","4571","4671","100"
"ref3","2470","3209","86"
"ref2","9747","9808","97"
"ref2","661","750","88"
"ref2","7939","7989","90"
"ref1","2920","3780","89"
"ref4","3842","3871","97"
"ref1","8486","8647","93"
"ref1","8453","8730","88"
"ref3","8731","8748","88"
"ref4","5273","5324","98"
"ref1","2608","2929","90"
"ref3","4120","4300","94"
"ref3","9773","9849","82"
"ref4","6475","6713","80"
"ref5","8855","8924","91"
"ref5","6045","6092","86"
"ref5","6293","6350","99"
"ref2","3818","3956","96"
"ref1","4232","4269","88"
"ref5","6473","6527","92"
"ref1","1662","1674","99"
"ref4","9132","9730","90"
"ref2","6636","6791","99"
"ref2","1838","1891","86"
"ref3","2897","2930","94"
"ref4","9137","9313","94"
"ref1","8637","8809","81"
"ref4","7005","7140","92"
"ref3","5637","5750","83"
"ref1","5185","5197","90"
"ref5","4171","4278","96"
"ref4","2123","2532","83"
"ref4","378","629","91"
"ref2","2185","2879","84"
"ref1","297","707","98"
"ref4","9546","9805","88"
"ref2","5343","5382","80"
"ref1","9189","9579","90"
"ref1","2043","3042","83"
"ref5","9191","9329","82"
"ref1","4285","4423","92"
"ref4","2039","2053","87"
"ref3","7908","7921","81"
"ref1","6757","6803","94"
"ref5","6006","6181","80"
"ref1","427","451","95"
"ref5","3773","3896","98"
"ref5","7433","7547","96"
"ref5","5170","5440","83"
"ref2","8464","8520","92"
"ref2","5090","5118","86"
"ref2","1706","1748","85"
"ref1","5905","6050","90"
"ref4","8102","8127","100"
"ref5","969","1048","81"
"ref5","4049","4387","81"
"ref4","9250","9337","92"
"ref2","3425","3457","87"
"ref2","7472","7537","90"
"ref3","5262","5293","82"
"ref5","2917","3085","97"
"ref2","2615","2638","92"
"ref3","4140","4543","83"
"ref2","5130","5228","88"
"ref4","4001","4759","96"
"ref4","7287","7398","100"
"ref4","8655","8786","90"
"ref4","7514","7594","95"
"ref4","7528","7637","97"
"ref5","2468","2640","84"
"ref3","6744","6757","95"
"ref1","6392","6410","89"
"ref2","9413","9458","87"
"ref3","2110","2173","90"
"ref2","1108","1160","100"
"ref4","8731","9211","100"
"ref3","2624","2761","89"
"ref5","5596","5616","81"
"ref4","5429","5592","88"
"ref3","2431","2506","94"
"ref4","1105","1132","98"
"ref3","6640","6724","98"
"ref1","4760","4884","83"
"ref4","3310","3357","100"
"ref2","6029","6075","85"
"ref3","2309","2401","96"
"ref3","6593","6777","83"
"ref1","8667","8798","88"
"ref1","5020","5052","93"
"ref2","1499","1533","95"
"ref2","8555","8593","96"
"ref5","8836","9170","87"
"ref2","6175","6335","98"
"ref1","6556","6873","98"
"ref1","9201","9356","85"
"ref5","339","349","91"
"ref4","9794","9826","92"
"ref1","4983","5129","88"
"ref3","250","311","92"
"ref4","8755","8893","93"
"ref4","4363","4588","95"
"ref3","8766","8907","93"
"ref1","2462","2532","89"
"ref3","9551","9569","91"
"ref2","4624","4791","92"
"ref5","4977","5018","83"
"ref3","7769","7958","95"
"ref5","5410","5529","85"
"ref4","3321","3383","99"
"ref2","6625","6841","87"
"ref4","6251","6271","98"
"ref5","8878","8961","91"
"ref1","4590","4988","83"
"ref5","9921","9957","97"
"ref4","6642","7060","80"
"ref4","5565","5628","84"
"ref5","4006","4054","91"
"ref4","1720","1836","85"
"ref1","8602","8711","90"
"ref5","1620","1651","81"
"ref5","9598","9628","89"
"ref1","2535","2682","83"
"ref2","6201","6418","84"
"ref4","8477","8501","88"
"ref5","6733","6760","93"
"ref4","4799","4902","93"
"ref5","6637","6707","99"
"ref2","8919","9010","98"
"ref2","6936","7656","82"
"ref4","5545","5625","94"
"ref3","6073","6137","93"
"ref5","8435","8471","83"
"ref2","4275","4439","90"
"ref2","6236","6260","91"
"ref5","7296","7426","84"
"ref4","7986","8171","89"
"ref1","3039","3177","97"
"ref5","384","398","89"
"ref5","5300","5332","97"
"ref4","8554","8719","99"
"ref1","8772","8802","92"
"ref4","3318","3495","80"
"ref1","5067","5119","88"
"ref1","7291","7361","83"
"ref2","8850","8889","91"
"ref1","3709","3785","89"
"ref3","9167","9476","94"
"ref1","9145","9199","86"
"ref1","5476","5685","91"
"ref1","9483","9555","85"
"ref5","6715","6745","82"
"ref4","7965","8027","80"
"ref2","8681","8811","98"
"ref3","5368","5858","80"
"ref5","3909","3937","99"
"ref2","1548","1881","93"
"ref2","7228","7308","89"
"ref2","8207","8324","93"
"ref4","2956","3074","93"
"ref3","3760","3843","84"
"ref2","6190","6304","80"
"ref3","5623","5652","96"
"ref2","3024","3059","92"
"ref2","2193","2234","84"
"ref2","1391","1555","87"
"ref4","8916","9279","98"
"ref2","6939","7109","96"
"ref2","9299","9378","95"
"ref1","5806","5831","84"
"ref1","9572","9717","87"
"ref2","2382","2488","94"
"ref1","2878","3021","97"
"ref1","2215","2416","87"
"ref1","7675","7739","99"
"ref4","101","218","94"
"ref1","3846","3898","83"
"ref2","9121","9160","100"
"ref4","7096","7225","88"
"ref3","4627","4664","85"
"ref4","7535","7630","100"
"ref5","5876","5910","90"
"ref4","4385","4988","94"
"ref2","9518","9719","97"
"ref3","9926","9947","93"
"ref3","8774","8800","87"
"ref3","3038","3113","84"
"ref3","7852","8043","81"
"ref1","7467","7498","98"
"ref2","2102","2148","89"
"ref4","1504","1849","81"
"ref4","3681","3729","100"
"ref1","5134","5237","90"
"ref1","8992","9118","92"
"ref4","2223","2956","99"
"ref1","464","482","86"
"ref5","621","875","93"
"ref2","6865","6926","81"
"ref2","6545","6602","89"
"ref3","5943","5961","85"
"ref4","7361","7489","87"
"ref2","2556","2676","86"
"ref1","7196","7520","93"
"ref1","5308","5432","91"
"ref2","9692","9870","84"
"ref3","8482","9053","95"
"ref1","14","160","90"
"ref1","1792","1996","93"
"ref3","4358","4465","95"
"ref1","8500","8657","93"
"ref4","812","929","95"
"ref1","729","1234","88"
"ref5","2433","2445","89"
"ref2","5773","5872","95"
"ref2","529","650","85"
"ref3","4081","4261","82"
"ref4","2610","2671","100"
"ref3","2439","2726","97"
"ref1","4625","4873","90"
"ref3","9799","9948","95"
"ref2","1501","1706","96"
"ref5","8033","8081","98"
"ref3","1988","2123","98"
"ref3","4927","5014","84"
"ref4","6218","6245","96"
"ref3","1073","1454","99"
"ref5","1036","1133","85"
"ref3","8631","8762","85"
"ref1","23","265","81"
"ref1","1828","1934","91"
"ref3","8593","8845","91"
"ref5","45","348","80"
"ref4","1483","2070","86"
"ref3","2156","2212","100"
"ref3","9842","9938","90"
"ref5","6302","7081","80"
"ref1","8718","8847","98"
"ref4","9083","9107","86"
"ref5","1609","1733","95"
"ref5","3121","3170","80"
"ref1","2009","2037","86"
"ref2","7810","7938","98"
"ref3","937","986","90"
"ref4","3413","3512","94"
"ref1","6210","6305","98"
"ref2","252","374","94"
"ref4","5625","5981","89"
"ref4","4078","4186","85"
"ref4","3659","3945","90"
"ref1","1159","1892","96"
"ref3","5369","5604","82"
"ref4","7304","7339","97"
"ref1","3149","3260","86"
"ref3","9221","9311","87"
"ref1","5045","5134","80"
"ref1","8131","8188","91"
"ref4","2190","2196","85"
"ref3","4288","4493","94"
"ref2","7671","7791","98"
"ref4","5745","5886","80"
"ref4","4168","4715","95"
"ref2","4561","4592","99"
"ref1","2553","2893","94"
"ref4","1978","2089","90"
"ref3","1006","1262","89"
"ref3","1636","1747","96"
"ref3","504","726","94"
"ref3","9449","9505","97"
"ref1","6149","6277","98"
"ref3","9031","9067","85"
"ref4","7750","8083","98"
"ref1","2055","2112","93"
"ref5","790","833","82"
"ref2","7266","7745","94"
"ref5","4326","4344","92"
"ref3","9717","9957","87"
"ref1","6178","6212","99"
"ref2","6382","6429","100"
"ref3","1396","1501","93"
"ref1","2677","2763","83"
"ref3","2232","2297","80"
"ref4","8098","8142","89"
"ref5","7207","7280","91"
"ref5","8206","8243","91"
"ref2","2966","3130","80"
"ref2","309","470","83"
"ref3","8852","8900","86"
"ref5","1035","1293","83"
"ref2","8132","8613","97"
"ref5","7379","7478","95"
"ref3","4509","4584","98"
"ref4","7139","7247","92"
"ref5","2180","2272","87"
"ref2","4770","4859","96"
"ref1","9142","9197","84"
"ref3","7229","7400","93"
"ref2","6009","6209","92"
"ref5","3979","4069","95"
"ref5","5969","6000","94"
"ref1","474","551","82"
"ref5","8253","8312","81"
"ref1","45","749","99"
"ref2","1528","2020","91"
"ref4","9550","9759","97"
"ref5","1492","1523","96"
"ref5","4434","4446","92"
"ref3","7363","7383","93"
"ref1","4596","4763","81"
"ref4","2890","2968","89"
"ref2","6351","7350","88"
"ref2","7055","7136","99"
"ref1","4180","4188","88"
"ref2","3409","3451","88"
"ref4","604","668","96"
"ref2","8856","8892","91"
"ref3","3689","4128","92"
"ref2","1376","1418","81"
"ref5","9848","9996","80"
"ref1","6578","6595","89"
"ref4","2795","2961","83"
"ref4","1960","2065","88"
"ref3","4486","4619","95"
"ref3","7107","7255","89"
"ref3","2221","2361","87"
"ref3","1511","1535","91"
"ref5","7551","7615","95"
"ref4","6899","6984","83"
"ref4","5776","6031","94"
"ref4","6364","6378","93"
"ref4","3465","3520","81"
"ref4","5974","5978","97"
"ref4","2802","3177","80"
"ref2","1915","2063","100"
"ref2","4110","4151","92"
"ref2","7145","7169","84"
"ref1","8066","8100","100"
"ref2","9032","9098","83"
"ref2","8373","8528","89"
"ref3","8946","9260","88"
"ref5","8453","8763","98"
"ref1","9550","9909","82"
"ref4","2615","2656","98"
"ref4","831","1830","88"
"ref3","100","280","84"
"ref2","768","887","90"
"ref2","1715","1825","100"
"ref5","4702","4726","89"
"ref1","4049","4265","90"
"ref2","2312","2403","88"
"ref2","453","538","97"
"ref2","7104","7267","87"
"ref3","2067","2083","100"
"ref1","760","773","97"
"ref1","7976","8054","95"
"ref5","3236","3289","94"
"ref3","9604","9652","97"
"ref1","6821","7206","94"
"ref5","6299","6451","90"
"ref5","7772","7787","83"
"ref5","6617","6718","94"
"ref4","3057","3500","98"
"ref3","8129","8150","81"
"ref4","7442","7528","95"
"ref1","2298","2462","91"
"ref1","2487","2727","96"
"ref1","5997","6213","87"
"ref5","926","1156","92"
"ref4","3360","3395","100"
"ref2","4333","4480","99"
"ref2","6258","6827","87"
"ref2","1631","1666","88"
"ref5","4703","4794","100"
"ref5","7562","7590","90"
"ref3","511","551","94"
"ref5","3948","4128","100"
"ref3","2629","2664","95"
"ref2","58","116","98"
"ref3","1114","1180","81"
"ref3","3522","4040","88"
"ref1","3027","3094","87"
"ref2","7182","7496","90"
"ref2","5868","6848","80"
"ref1","3120","3290","94"
"ref4","7857","8056","90"
"ref4","6132","6235","98"
"ref1","771","836","80"
"ref1","7056","7081","96"
"ref2","6876","7744","98"
"ref2","4490","4961","93"
"ref4","2354","2364","99"
"ref1","2816","2840","85"
"ref4","4116","4370","94"
"ref1","6416","6496","97"
"ref4","7459","8020","89"
"ref1","9449","9644","89"
"ref1","5689","5707","88"
"ref5","8051","8062","86"
"ref3","9648","9822","88"
"ref2","7709","7787","92"
"ref2","3804","4052","95"
"ref4","8367","8404","89"
"ref5","2198","2252","94"
"ref2","6629","6674","86"
"ref3","7611","7674","91"
"ref4","7410","7468","88"
"ref3","8694","8775","82"
"ref5","6736","6818","100"
"ref5","8650","8754","81"
"ref1","6005","6022","100"
"ref2","7049","7364","81"
"ref5","2713","2787","89"
"ref1","2203","2310","85"
"ref3","4153","4874","81"
"ref3","348","373","99"
"ref2","5578","6369","92"
"ref5","3391","3434","86"
"ref4","8991","9069","87"
"ref2","6869","7030","85"
"ref4","6447","6921","83"
"ref3","1526","1576","83"
"ref2","1731","1806","95"
"ref3","7147","7330","100"
"ref5","2144","2179","89"
"ref5","822","896","87"
"ref2","4882","4939","85"
"ref1","7044","7303","84"
"ref5","7962","8055","94"
"ref3","6085","6193","98"
"ref1","8896","9154","89"
"ref2","4616","4645","93"
"ref2","6357","6375","93"
"ref3","2162","2381","83"
"ref2","3388","3408","91"
"ref1","3150","3195","85"
"ref4","3148","3182","96"
"ref4","6827","6882","81"
"ref1","2064","2517","84"
"ref1","4795","4943","86"
"ref4","3859","3980","95"
"ref5","4746","4876","97"
"ref1","7997","8231","84"
"ref3","9471","9777","81"
"ref1","8984","9110","98"
"ref5","5300","5309","92"
"ref1","1409","1463","93"
"ref4","7816","7910","86"
"ref1","4095","4268","97"
"ref3","6255","6309","96"
"ref3","1126","1310","98"
"ref4","2892","2925","93"
"ref4","181","542","93"
"ref2","215","395","86"
"ref4","2345","2491","81"
"ref2","2974","3121","97"
"ref5","4228","5227","82"
"ref1","9734","9780","97"
"ref3","1305","1397","88"
"ref1","6346","6418","87"
"ref3","1596","1685","84"
"ref5","4492","4503","84"
"ref3","6002","6068","95"
"ref3","2960","2990","81"
"ref2","3753","3888","93"
"ref2","5579","5669","91"
"ref3","3128","3262","99"
"ref4","3491","3539","88"
"ref3","6980","7074","95"
"ref1","4968","5206","82"
